,frequency,index,word
3548,-9.916009,3548,citizen
3549,-10.763307,3549,badge
3550,-11.861918,3550,birmingham
3551,-11.861918,3551,refrigerated
3552,-9.559334,3552,backdrop
3553,-11.861918,3553,attired
3554,-10.2524805,3554,patriotic
3555,-9.153869,3555,geometric
3556,-7.3732824,3556,ties
3557,-8.278399,3557,height
3558,-9.559334,3558,spacious
3559,-11.861918,3559,seedless
3560,-10.475624,3560,instruction
3561,-9.782477,3561,manual
3562,-9.559334,3562,livestock
3563,-10.763307,3563,randomly
3564,-8.817396,3564,parsley
3565,-11.168772,3565,levitating
3566,-6.5006266,3566,10
3567,-11.861918,3567,dilapidated
3568,-10.763307,3568,lobster
3569,-10.475624,3569,crawling
3570,-9.377012,3570,strapped
3571,-11.168772,3571,scratched
3572,-11.861918,3572,chopstick
3573,-10.070159,3573,drop
3574,-7.8545856,3574,brushing
3575,-9.464024,3575,comp
3576,-11.861918,3576,liberace
3577,-11.861918,3577,uninterested
3578,-10.070159,3578,firemen
3579,-9.377012,3579,actively
3580,-10.475624,3580,recognize
3581,-9.782477,3581,hippos
3582,-11.861918,3582,dribbling
3583,-10.2524805,3583,collide
3584,-11.168772,3584,icebox
3585,-11.168772,3585,dips
3586,-8.566082,3586,storage
3587,-10.763307,3587,diabetes
3588,-10.2524805,3588,probable
3589,-11.168772,3589,encased
3590,-11.168772,3590,shortland
3591,-8.077729,3591,lane
3592,-9.916009,3592,deli
3593,-9.028706,3593,cases
3594,-11.168772,3594,skewer
3595,-8.770876,3595,mantle
3596,-9.296969,3596,comfortably
3597,-9.08933,3597,wavy
3598,-8.224333,3598,pier
3599,-8.603822,3599,drawer
3600,-7.7030354,3600,photos
3601,-9.559334,3601,aerial
3602,-8.460721,3602,locked
3603,-10.763307,3603,arrangements
3604,-9.153869,3604,watermark
3605,-5.2445164,3605,6
3606,-11.168772,3606,p.m
3607,-7.9700985,3607,.
3608,-10.2524805,3608,minute
3609,-8.603822,3609,hour
3610,-8.683865,3610,steep
3611,-11.168772,3611,paragliding
3612,-9.664694,3612,cables
3613,-11.861918,3613,seaman
3614,-11.861918,3614,cumming
3615,-10.070159,3615,newborn
3616,-8.643043,3616,darker
3617,-8.529715,3617,bank
3618,-9.153869,3618,docked
3619,-11.861918,3619,rowboats
3620,-7.0177317,3620,chicken
3621,-11.861918,3621,router
3622,-11.168772,3622,core
3623,-5.934993,3623,8
3624,-8.077729,3624,identical
3625,-9.153869,3625,exposed
3626,-9.028706,3626,jam
3627,-9.296969,3627,pony
3628,-11.861918,3628,centimeters
3629,-11.861918,3629,coping
3630,-8.866186,3630,avocado
3631,-11.861918,3631,open-faced
3632,-8.683865,3632,tiers
3633,-9.153869,3633,pierced
3634,-7.14342,3634,tub
3635,-9.916009,3635,courts
3636,-9.464024,3636,crooked
3637,-11.168772,3637,defect
3638,-9.916009,3638,submerged
3639,-8.817396,3639,aggressive
3640,-10.475624,3640,foraging
3641,-8.427932,3641,mane
3642,-10.070159,3642,distracted
3643,-8.9174795,3643,listening
3644,-8.306571,3644,tournament
3645,-9.028706,3645,australia
3646,-11.861918,3646,dallas
3647,-11.168772,3647,cheerleaders
3648,-10.070159,3648,gothic
3649,-7.531185,3649,fully
3650,-9.782477,3650,gang
3651,-11.861918,3651,plaids
3652,-9.296969,3652,wipers
3653,-10.475624,3653,mack
3654,-10.2524805,3654,due
3655,-3.448754,3655,1
3656,-11.168772,3656,streetcar
3657,-9.222861,3657,posed
3658,-10.070159,3658,candid
3659,-11.168772,3659,multi-tasking
3660,-8.427932,3660,pitch
3661,-9.464024,3661,rent
3662,-9.377012,3662,chalk
3663,-8.817396,3663,markings
3664,-8.643043,3664,hooves
3665,-9.222861,3665,separate
3666,-10.2524805,3666,typed
3667,-9.559334,3667,handwritten
3668,-8.077729,3668,subway
3669,-8.770876,3669,sandy
3670,-8.770876,3670,factory
3671,-7.751045,3671,sticker
3672,-9.916009,3672,blooming
3673,-8.306571,3673,feed
3674,-10.475624,3674,manned
3675,-8.494623,3675,napkins
3676,-9.296969,3676,presented
3677,-9.664694,3677,flies
3678,-11.861918,3678,affiliated
3679,-10.763307,3679,remotely
3680,-10.2524805,3680,ergonomic
3681,-9.464024,3681,lantern
3682,-10.475624,3682,shingles
3683,-9.782477,3683,alien
3684,-10.2524805,3684,planet
3685,-10.2524805,3685,confusing
3686,-11.861918,3686,installation
3687,-11.861918,3687,harvest
3688,-9.916009,3688,hostile
3689,-10.763307,3689,pressure
3690,-8.9174795,3690,washed
3691,-8.643043,3691,protected
3692,-10.763307,3692,snowmobile
3693,-11.168772,3693,intend
3694,-9.916009,3694,changing
3695,-11.861918,3695,obnoxious
3696,-8.683865,3696,suitable
3697,-11.861918,3697,undoctored
3698,-8.683865,3698,students
3699,-11.168772,3699,generation
3700,-8.124249,3700,helicopter
3701,-9.559334,3701,retail
3702,-9.377012,3702,olympic
3703,-11.168772,3703,peninsula
3704,-8.198357,3704,marble
3705,-9.782477,3705,fastest
3706,-9.916009,3706,debris
3707,-11.861918,3707,decide
3708,-9.222861,3708,motorcyclist
3709,-10.475624,3709,electrically
3710,-7.6278124,3710,tidy
3711,-8.770876,3711,closet
3712,-9.664694,3712,miles
3713,-10.475624,3713,flooding
3714,-11.168772,3714,godzilla
3715,-10.763307,3715,backseat
3716,-7.672264,3716,ethnicity
3717,-10.475624,3717,korean
3718,-9.782477,3718,taco
3719,-9.916009,3719,ribbons
3720,-7.8916273,3720,shoulder
3721,-8.971547,3721,individuals
3722,-9.464024,3722,possibly
3723,-9.916009,3723,attic
3724,-11.168772,3724,piercings
3725,-11.861918,3725,average-sized
3726,-9.782477,3726,christian
3727,-8.529715,3727,cuisine
3728,-8.011771,3728,owns
3729,-9.559334,3729,pilots
3730,-11.168772,3730,survive
3731,-9.377012,3731,fighter
3732,-8.396183,3732,jets
3733,-8.817396,3733,navy
3734,-11.861918,3734,mustards
3735,-11.861918,3735,sweat-band
3736,-8.529715,3736,balcony
3737,-11.168772,3737,platters
3738,-10.2524805,3738,methods
3739,-9.559334,3739,nicely
3740,-8.643043,3740,fell
3741,-11.861918,3741,saladin
3742,-9.916009,3742,cleaner
3743,-10.070159,3743,mantel
3744,-10.475624,3744,felines
3745,-8.9174795,3745,mammals
3746,-9.916009,3746,smiley
3747,-9.222861,3747,waters
3748,-9.782477,3748,roots
3749,-9.559334,3749,unhappy
3750,-9.559334,3750,nearly
3751,-9.782477,3751,topless
3752,-10.2524805,3752,creamer
3753,-11.168772,3753,tequila
3754,-9.559334,3754,beards
3755,-8.603822,3755,cab
3756,-9.559334,3756,shallow
3757,-9.153869,3757,label
3758,-9.222861,3758,60
3759,-10.070159,3759,festive
3760,-10.2524805,3760,referenced
3761,-10.763307,3761,speech
3762,-11.168772,3762,mike
3763,-11.168772,3763,asians
3764,-9.464024,3764,soldiers
3765,-10.070159,3765,burner
3766,-8.365411,3766,mat
3767,-10.475624,3767,john
3768,-8.494623,3768,glazed
3769,-9.153869,3769,motorbikes
3770,-9.782477,3770,cyclists
3771,-9.222861,3771,teenagers
3772,-11.861918,3772,dictionaries
3773,-11.168772,3773,kardashian
3774,-8.460721,3774,protecting
3775,-11.168772,3775,skeletons
3776,-11.168772,3776,instructing
3777,-9.916009,3777,amused
3778,-10.070159,3778,torn
3779,-9.08933,3779,entertainment
3780,-11.861918,3780,uncle
3781,-9.916009,3781,photoshop
3782,-9.222861,3782,surprised
3783,-9.153869,3783,tasting
3784,-11.861918,3784,dozing
3785,-8.971547,3785,flooded
3786,-11.861918,3786,blinking
3787,-9.153869,3787,playground
3788,-11.168772,3788,rump
3789,-9.08933,3789,ram
3790,-9.782477,3790,among
3791,-8.726424,3791,cubs
3792,-9.464024,3792,beginner
3793,-9.153869,3793,formally
3794,-8.9174795,3794,rabbit
3795,-10.070159,3795,damage
3796,-9.377012,3796,telling
3797,-11.168772,3797,dryers
3798,-10.475624,3798,virtual
3799,-10.763307,3799,graphic
3800,-9.464024,3800,accessible
3801,-10.475624,3801,shielding
3802,-8.603822,3802,longer
3803,-8.124249,3803,mask
3804,-11.861918,3804,seuss
3805,-8.494623,3805,drawing
3806,-11.861918,3806,catwoman
3807,-11.861918,3807,animation
3808,-8.306571,3808,casting
3809,-8.077729,3809,leaving
3810,-10.763307,3810,implied
3811,-9.664694,3811,suburbs
3812,-9.916009,3812,stains
3813,-10.763307,3813,poke
3814,-9.296969,3814,dot
3815,-9.782477,3815,choices
3816,-11.861918,3816,gender-traditional
3817,-10.763307,3817,rosemary
3818,-9.464024,3818,advertisements
3819,-9.296969,3819,cracked
3820,-11.168772,3820,coarse
3821,-11.861918,3821,tool/item
3822,-10.2524805,3822,bristles
3823,-10.763307,3823,angles
3824,-10.475624,3824,prescription
3825,-8.770876,3825,pass
3826,-9.222861,3826,installed
3827,-8.278399,3827,mowed
3828,-9.464024,3828,security
3829,-9.464024,3829,obese
3830,-11.861918,3830,knowledgeable
3831,-9.782477,3831,user
3832,-10.2524805,3832,research
3833,-9.08933,3833,materials
3834,-8.494623,3834,block
3835,-10.475624,3835,racehorse
3836,-8.770876,3836,roaming
3837,-10.763307,3837,catering
3838,-11.861918,3838,slipcover
3839,-11.168772,3839,urn
3840,-8.278399,3840,injured
3841,-8.683865,3841,rising
3842,-11.168772,3842,obscured
3843,-9.296969,3843,squirrel
3844,-9.028706,3844,goose
3845,-9.916009,3845,watered
3846,-9.782477,3846,shortest
3847,-11.861918,3847,moguls
3848,-8.460721,3848,within
3849,-11.861918,3849,03
3850,-10.763307,3850,scuffed
3851,-9.559334,3851,screws
3852,-11.861918,3852,'bow-wow
3853,-9.153869,3853,nest
3854,-9.08933,3854,teaching
3855,-9.916009,3855,symbols
3856,-9.377012,3856,arch
3857,-8.427932,3857,pedestrians
3858,-10.475624,3858,trainer
3859,-10.2524805,3859,tram
3860,-11.861918,3860,crossway
3861,-11.168772,3861,narrowest
3862,-10.763307,3862,graduate
3863,-9.664694,3863,squash
3864,-8.529715,3864,vests
3865,-8.726424,3865,bedding
3866,-11.168772,3866,nicknamed
3867,-11.861918,3867,manufactures
3868,-9.296969,3868,crouching
3869,-7.642411,3869,spring
3870,-10.763307,3870,long-sleeved
3871,-9.782477,3871,ashtray
3872,-8.770876,3872,training
3873,-9.916009,3873,general
3874,-11.861918,3874,abuse
3875,-10.763307,3875,ferris
3876,-10.763307,3876,gore
3877,-8.770876,3877,emotion
3878,-9.782477,3878,outdated
3879,-11.861918,3879,crating
3880,-8.726424,3880,bleachers
3881,-10.475624,3881,drinkable
3882,-9.377012,3882,sprinkled
3883,-9.664694,3883,accessories
3884,-9.782477,3884,dials
3885,-11.861918,3885,frequency
3886,-10.763307,3886,hosting
3887,-11.168772,3887,longhorn
3888,-9.559334,3888,congested
3889,-8.365411,3889,coats
3890,-7.7187843,3890,bath
3891,-8.603822,3891,tops
3892,-10.763307,3892,demo
3893,-11.861918,3893,rodent
3894,-8.124249,3894,started
3895,-10.070159,3895,shakers
3896,-11.168772,3896,directional
3897,-9.028706,3897,pumpkin
3898,-9.153869,3898,bunch
3899,-10.070159,3899,originally
3900,-8.365411,3900,subject
3901,-9.028706,3901,attacking
3902,-8.726424,3902,skies
3903,-10.475624,3903,sculptures
3904,-10.475624,3904,candlesticks
3905,-11.861918,3905,newmarket
3906,-10.2524805,3906,further
3907,-11.168772,3907,winchester
3908,-8.726424,3908,singing
3909,-9.664694,3909,spraying
3910,-8.866186,3910,damp
3911,-10.070159,3911,awkward
3912,-10.070159,3912,seriously
3913,-8.251,3913,tattoos
3914,-11.168772,3914,generic
3915,-9.08933,3915,citrus
3916,-11.861918,3916,undamaged
3917,-8.278399,3917,purpose
3918,-10.475624,3918,bandage
3919,-10.763307,3919,reversed
3920,-11.168772,3920,keychains
3921,-8.251,3921,neighborhood
3922,-10.070159,3922,gears
3923,-9.377012,3923,peeling
3924,-9.377012,3924,rise
3925,-10.475624,3925,pedal
3926,-11.861918,3926,pressed
3927,-9.664694,3927,ancient
3928,-8.9174795,3928,performance
3929,-8.971547,3929,strings
3930,-9.08933,3930,structures
3931,-8.198357,3931,keeping
3932,-11.861918,3932,bunks
3933,-8.055256,3933,smoking
3934,-11.861918,3934,fingertips
3935,-9.916009,3935,windmills
3936,-9.559334,3936,fins
3937,-8.643043,3937,speakers
3938,-8.566082,3938,framed
3939,-11.168772,3939,caricature
3940,-11.168772,3940,lanyards
3941,-9.464024,3941,tinted
3942,-9.222861,3942,france
3943,-11.861918,3943,forbidden
3944,-11.168772,3944,tuesday
3945,-9.559334,3945,providing
3946,-9.222861,3946,headgear
3947,-10.070159,3947,monk
3948,-11.861918,3948,alms
3949,-9.559334,3949,shooting
3950,-8.529715,3950,autumn
3951,-8.566082,3951,strike
3952,-9.916009,3952,horn
3953,-9.377012,3953,customer
3954,-11.861918,3954,sensors
3955,-10.475624,3955,trough
3956,-10.763307,3956,tipped
3957,-11.861918,3957,jacuzzi
3958,-11.168772,3958,tupperware
3959,-8.460721,3959,primarily
3960,-10.070159,3960,rye
3961,-10.2524805,3961,translucent
3962,-10.475624,3962,jumbo
3963,-11.861918,3963,0.25
3964,-11.861918,3964,costs
3965,-11.861918,3965,1.00
3966,-8.365411,3966,approaching
3967,-11.861918,3967,undisturbed
3968,-8.971547,3968,patterned
3969,-9.916009,3969,cloudless
3970,-10.2524805,3970,medieval
3971,-10.475624,3971,unfurled
3972,-10.2524805,3972,trust
3973,-9.153869,3973,doctor
3974,-10.2524805,3974,surgery
3975,-11.168772,3975,patient
3976,-9.916009,3976,silly
3977,-11.861918,3977,hardhat
3978,-9.664694,3978,admiring
3979,-11.861918,3979,starkness
3980,-9.559334,3980,our
3981,-8.971547,3981,gift
3982,-11.861918,3982,imprinted
3983,-8.173039,3983,skateboarders
3984,-9.782477,3984,workstation
3985,-8.251,3985,outlet
3986,-9.153869,3986,alley
3987,-11.861918,3987,..
3988,-10.475624,3988,signify
3989,-10.2524805,3989,saver
3990,-8.643043,3990,berries
3991,-9.916009,3991,approximately
3992,-11.861918,3992,sedentary
3993,-9.559334,3993,automobiles
3994,-10.2524805,3994,meaning
3995,-9.916009,3995,feline
3996,-11.168772,3996,thickness
3997,-8.0332775,3997,texting
3998,-8.566082,3998,pushing
3999,-8.817396,3999,arriving
4000,-10.763307,4000,orchid
4001,-10.070159,4001,demonstrating
4002,-10.475624,4002,segments
4003,-11.168772,4003,thought
4004,-9.464024,4004,firefighter
4005,-9.028706,4005,tiny
4006,-8.9174795,4006,portion
4007,-9.664694,4007,miniature
4008,-8.726424,4008,#
4009,-9.916009,4009,designer
4010,-10.070159,4010,rectangles
4011,-9.08933,4011,roofs
4012,-11.861918,4012,underexposed
4013,-9.916009,4013,dome
4014,-9.153869,4014,seems
4015,-9.664694,4015,bark
4016,-10.763307,4016,meadow
4017,-6.9492636,4017,plaid
4018,-9.916009,4018,yacht
4019,-11.168772,4019,whipping
4020,-8.770876,4020,buffet
4021,-11.168772,4021,predominantly
4022,-9.559334,4022,hangs
4023,-9.782477,4023,sweat
4024,-11.861918,4024,grids
4025,-9.916009,4025,photographers
4026,-10.2524805,4026,ignoring
4027,-11.168772,4027,tenants
4028,-10.763307,4028,rule
4029,-9.377012,4029,34
4030,-11.861918,4030,pornographic
4031,-8.683865,4031,caught
4032,-8.643043,4032,paintings
4033,-9.08933,4033,canopy
4034,-7.8916273,4034,afternoon
4035,-10.070159,4035,wheeled
4036,-11.861918,4036,drove
4037,-9.559334,4037,pant
4038,-11.168772,4038,blondes
4039,-11.168772,4039,foreheads
4040,-8.683865,4040,father
4041,-9.296969,4041,son
4042,-8.866186,4042,neon
4043,-8.335558,4043,limit
4044,-10.070159,4044,shepherd
4045,-11.168772,4045,thank
4046,-8.529715,4046,cushions
4047,-11.168772,4047,rooftop
4048,-11.168772,4048,dumbo
4049,-11.861918,4049,skipping
4050,-8.770876,4050,nintendo
4051,-10.070159,4051,hooded
4052,-10.070159,4052,valuable
4053,-9.916009,4053,sing
4054,-11.168772,4054,wiimote
4055,-11.168772,4055,joystick
4056,-8.643043,4056,cardboard
4057,-10.2524805,4057,foul
4058,-10.763307,4058,teepee
4059,-11.168772,4059,cushioned
4060,-9.559334,4060,hilly
4061,-8.427932,4061,wool
4062,-8.643043,4062,branches
4063,-8.1007185,4063,roman
4064,-8.335558,4064,numerals
4065,-10.763307,4065,showers
4066,-9.08933,4066,characters
4067,-9.782477,4067,medicine
4068,-9.782477,4068,2000
4069,-10.2524805,4069,airstrip
4070,-8.866186,4070,melted
4071,-10.475624,4071,backing
4072,-11.168772,4072,textured
4073,-8.224333,4073,smooth
4074,-8.529715,4074,stroller
4075,-8.566082,4075,card
4076,-10.763307,4076,soaring
4077,-11.861918,4077,jumpers
4078,-11.168772,4078,hazardous
4079,-10.475624,4079,56
4080,-9.664694,4080,necklaces
4081,-11.168772,4081,population
4082,-9.296969,4082,google
4083,-11.168772,4083,angela
4084,-10.2524805,4084,scott
4085,-11.168772,4085,distorted
4086,-9.916009,4086,suppose
4087,-10.475624,4087,mixture
4088,-10.2524805,4088,canister
4089,-11.861918,4089,replace
4090,-8.396183,4090,lonely
4091,-9.028706,4091,straws
4092,-10.763307,4092,motif
4093,-9.664694,4093,tap
4094,-9.559334,4094,corners
4095,-8.055256,4095,bikini
4096,-7.8014755,4096,batting
4097,-10.2524805,4097,pollution
4098,-11.861918,4098,laugh
4099,-9.916009,4099,joke
4100,-10.2524805,4100,pesto
4101,-9.664694,4101,slept
4102,-11.168772,4102,hijab
4103,-8.817396,4103,backpacks
4104,-10.070159,4104,snout
4105,-9.782477,4105,mold
4106,-9.028706,4106,competitive
4107,-10.763307,4107,thrower
4108,-11.168772,4108,sportsman
4109,-9.464024,4109,stance
4110,-10.2524805,4110,shoveling
4111,-11.861918,4111,ditch
4112,-9.664694,4112,falls
4113,-10.2524805,4113,breakable
4114,-8.603822,4114,grilled
4115,-8.866186,4115,products
4116,-9.464024,4116,hidden
4117,-9.559334,4117,takes
4118,-11.861918,4118,coriander
4119,-10.763307,4119,black-and-white
4120,-9.782477,4120,comic
4121,-8.817396,4121,22
4122,-11.168772,4122,neighbors
4123,-9.296969,4123,network
4124,-9.916009,4124,buying
4125,-9.916009,4125,jetliner
4126,-9.08933,4126,aprons
4127,-9.916009,4127,toshiba
4128,-10.475624,4128,huts
4129,-11.168772,4129,teapots
4130,-11.861918,4130,scrawled
4131,-10.2524805,4131,interview
4132,-11.861918,4132,cialis
4133,-11.861918,4133,anti-aging
4134,-11.168772,4134,collapsing
4135,-10.763307,4135,homerun
4136,-9.028706,4136,transporting
4137,-10.070159,4137,sprinkler
4138,-10.2524805,4138,bedspreads
4139,-10.2524805,4139,sippy
4140,-9.296969,4140,towing
4141,-10.763307,4141,assuming
4142,-9.916009,4142,jalapenos
4143,-9.782477,4143,hind
4144,-9.664694,4144,muscular
4145,-11.861918,4145,seashells
4146,-8.427932,4146,upset
4147,-11.168772,4147,cylinder
4148,-9.916009,4148,celebrate
4149,-7.949896,4149,clearly
4150,-9.916009,4150,bathe
4151,-8.9174795,4151,decks
4152,-10.763307,4152,repairs
4153,-10.2524805,4153,operated
4154,-8.011771,4154,delta
4155,-10.2524805,4155,waterway
4156,-9.916009,4156,netting
4157,-10.070159,4157,flipping
4158,-8.494623,4158,hoodie
4159,-10.2524805,4159,avoid
4160,-10.475624,4160,ruler
4161,-9.08933,4161,cherry
4162,-9.916009,4162,duty
4163,-10.475624,4163,televised
4164,-9.377012,4164,slats
4165,-8.396183,4165,pajamas
4166,-8.396183,4166,named
4167,-11.861918,4167,smoothies
4168,-9.664694,4168,funeral
4169,-11.168772,4169,fender
4170,-9.222861,4170,handicapped
4171,-11.168772,4171,sensitive
4172,-11.861918,4172,electromagnetic
4173,-11.861918,4173,radiation
4174,-9.664694,4174,cordless
4175,-11.861918,4175,barack
4176,-8.770876,4176,obama
4177,-8.603822,4177,fingernails
4178,-10.475624,4178,ramen
4179,-10.763307,4179,cultural
4180,-10.763307,4180,significance
4181,-9.028706,4181,treat
4182,-9.08933,4182,stormy
4183,-8.866186,4183,(
4184,-8.866186,4184,)
4185,-11.861918,4185,entryway
4186,-10.475624,4186,toddlers
4187,-8.529715,4187,chains
4188,-9.664694,4188,ripples
4189,-8.055256,4189,creatures
4190,-9.782477,4190,font
4191,-9.782477,4191,pleased
4192,-7.910675,4192,band
4193,-10.763307,4193,carafe
4194,-8.0332775,4194,veggies
4195,-11.861918,4195,carelessly
4196,-8.726424,4196,camping
4197,-9.08933,4197,abandoned
4198,-8.494623,4198,pineapple
4199,-9.377012,4199,televisions
4200,-9.916009,4200,stocked
4201,-11.861918,4201,routes
4202,-8.643043,4202,wheelchair
4203,-9.296969,4203,spinning
4204,-11.861918,4204,heeler
4205,-8.603822,4205,towed
4206,-9.916009,4206,t.v
4207,-8.529715,4207,papers
4208,-11.861918,4208,oddity
4209,-9.916009,4209,cockpit
4210,-11.861918,4210,audio
4211,-9.028706,4211,even
4212,-9.559334,4212,needs
4213,-9.559334,4213,flushed
4214,-10.070159,4214,plumbing
4215,-10.475624,4215,instructor
4216,-8.427932,4216,trained
4217,-10.070159,4217,teach
4218,-8.603822,4218,experienced
4219,-10.2524805,4219,needles
4220,-11.168772,4220,tar
4221,-10.475624,4221,'ve
4222,-11.168772,4222,interrupted
4223,-11.861918,4223,sands
4224,-11.861918,4224,terra
4225,-11.861918,4225,cotta
4226,-10.763307,4226,draft
4227,-8.306571,4227,woods
4228,-8.148347,4228,doubles
4229,-9.028706,4229,cages
4230,-8.566082,4230,help
4231,-8.198357,4231,cloud
4232,-11.168772,4232,stocking
4233,-8.866186,4233,kickstand
4234,-9.664694,4234,sat
4235,-8.566082,4235,cost
4236,-11.861918,4236,sunburnt
4237,-9.664694,4237,crate
4238,-10.070159,4238,venue
4239,-10.475624,4239,toned
4240,-10.070159,4240,cleared
4241,-11.861918,4241,staking
4242,-8.971547,4242,favorite
4243,-9.377012,4243,worker
4244,-11.861918,4244,aloft
4245,-8.603822,4245,waist
4246,-11.861918,4246,bungalow
4247,-8.173039,4247,occupied
4248,-9.296969,4248,carrier
4249,-10.763307,4249,qwerty
4250,-11.168772,4250,specie
4251,-9.464024,4251,studio
4252,-9.296969,4252,logs
4253,-9.916009,4253,alongside
4254,-11.861918,4254,piercing
4255,-9.559334,4255,precipitation
4256,-9.08933,4256,newer
4257,-9.559334,4257,parents
4258,-9.664694,4258,snowsuit
4259,-8.529715,4259,twin
4260,-10.070159,4260,potentially
4261,-11.861918,4261,threatened
4262,-11.168772,4262,jokey
4263,-9.464024,4263,exactly
4264,-8.643043,4264,alike
4265,-9.664694,4265,coverings
4266,-11.861918,4266,bedpost
4267,-11.861918,4267,decanter
4268,-8.726424,4268,castle
4269,-11.861918,4269,hydrophobic
4270,-10.2524805,4270,paddling
4271,-9.08933,4271,trouble
4272,-11.168772,4272,finding
4273,-9.222861,4273,replaced
4274,-9.296969,4274,switch
4275,-11.168772,4275,agility
4276,-11.861918,4276,obedience
4277,-11.861918,4277,macy
4278,-9.664694,4278,clutter
4279,-10.763307,4279,alex
4280,-8.9174795,4280,sewing
4281,-10.475624,4281,feasting
4282,-11.861918,4282,loner
4283,-8.566082,4283,nails
4284,-10.2524805,4284,conscious
4285,-10.2524805,4285,touched
4286,-8.365411,4286,chasing
4287,-8.365411,4287,costume
4288,-8.427932,4288,connected
4289,-11.861918,4289,earplugs
4290,-11.168772,4290,arguing
4291,-7.930093,4291,balloons
4292,-11.168772,4292,cacti
4293,-11.861918,4293,margarita
4294,-8.306571,4294,busses
4295,-10.070159,4295,tangled
4296,-9.782477,4296,bottoms
4297,-10.475624,4297,handrail
4298,-10.763307,4298,floatation
4299,-9.559334,4299,steeple
4300,-9.916009,4300,glow
4301,-11.168772,4301,manipulation
4302,-10.070159,4302,twice
4303,-9.782477,4303,yawning
4304,-10.475624,4304,bomb
4305,-11.861918,4305,suspending
4306,-11.861918,4306,burka
4307,-7.9700985,4307,floral
4308,-10.475624,4308,remain
4309,-10.2524805,4309,overloaded
4310,-8.251,4310,cigarette
4311,-9.296969,4311,belly
4312,-11.861918,4312,girly
4313,-11.861918,4313,thumbnail
4314,-10.070159,4314,seal
4315,-11.861918,4315,ports
4316,-9.153869,4316,collars
4317,-11.861918,4317,rampaging
4318,-11.168772,4318,accelerate
4319,-9.377012,4319,alaska
4320,-11.861918,4320,harriet
4321,-11.861918,4321,tubman
4322,-8.770876,4322,contemporary
4323,-10.2524805,4323,rainforest
4324,-11.861918,4324,sailed
4325,-9.153869,4325,accessory
4326,-11.861918,4326,x-rays
4327,-9.028706,4327,footprints
4328,-10.763307,4328,officially
4329,-11.861918,4329,footstep
4330,-10.2524805,4330,systems
4331,-8.251,4331,hugging
4332,-11.861918,4332,terry
4333,-11.861918,4333,pratchett
4334,-8.306571,4334,pug
4335,-10.070159,4335,locks
4336,-11.861918,4336,specialist
4337,-9.464024,4337,tortilla
4338,-8.494623,4338,lambs
4339,-9.559334,4339,cozy
4340,-9.296969,4340,rv
4341,-11.861918,4341,resurfaced
4342,-9.153869,4342,greasy
4343,-9.664694,4343,liner
4344,-9.559334,4344,express
4345,-11.168772,4345,flap
4346,-10.2524805,4346,bookcases
4347,-11.861918,4347,microwavable
4348,-9.782477,4348,boogie
4349,-8.726424,4349,bride
4350,-9.464024,4350,saddles
4351,-9.377012,4351,poop
4352,-10.475624,4352,switched
4353,-9.664694,4353,particular
4354,-9.664694,4354,potassium
4355,-11.168772,4355,full-sized
4356,-8.396183,4356,desserts
4357,-11.168772,4357,emily
4358,-7.571459,4358,13
4359,-11.168772,4359,vineyard
4360,-9.559334,4360,vines
4361,-9.559334,4361,stoplights
4362,-8.683865,4362,content
4363,-11.168772,4363,modest
4364,-10.475624,4364,apparel
4365,-8.494623,4365,nail
4366,-8.566082,4366,polish
4367,-9.664694,4367,illegally
4368,-9.377012,4368,shady
4369,-10.763307,4369,midget
4370,-11.168772,4370,wishes
4371,-11.861918,4371,white-haired
4372,-11.861918,4372,signaler
4373,-9.782477,4373,entree
4374,-9.916009,4374,flyer
4375,-9.296969,4375,measuring
4376,-11.861918,4376,warmed
4377,-11.168772,4377,lightbulbs
4378,-9.916009,4378,operates
4379,-8.770876,4379,focused
4380,-10.763307,4380,textile
4381,-8.643043,4381,underwater
4382,-9.782477,4382,crystal
4383,-8.770876,4383,pond
4384,-10.763307,4384,untucked
4385,-9.782477,4385,plaque
4386,-11.168772,4386,affectionate
4387,-11.861918,4387,devour
4388,-9.782477,4388,captured
4389,-8.971547,4389,left-handed
4390,-8.643043,4390,onion
4391,-10.763307,4391,handling
4392,-7.585253,4392,nothing
4393,-7.672264,4393,wireless
4394,-11.861918,4394,ziploc
4395,-11.861918,4395,demolished
4396,-9.296969,4396,sheeps
4397,-0.88676214,4397,yes
4398,-10.763307,4398,zip
4399,-9.664694,4399,symmetrical
4400,-11.861918,4400,low-carb
4401,-9.782477,4401,calorie
4402,-8.077729,4402,trailer
4403,-11.168772,4403,yeti
4404,-11.861918,4404,utilizes
4405,-8.866186,4405,several
4406,-10.2524805,4406,slacks
4407,-11.168772,4407,versus
4408,-10.475624,4408,poll
4409,-10.763307,4409,report
4410,-11.861918,4410,reclining
4411,-8.643043,4411,calendar
4412,-8.770876,4412,singles
4413,-8.770876,4413,viewer
4414,-10.475624,4414,strollers
4415,-9.916009,4415,hooked
4416,-11.861918,4416,secondary
4417,-8.460721,4417,stoplight
4418,-9.916009,4418,signaling
4419,-9.296969,4419,suspended
4420,-9.664694,4420,classic
4421,-7.6278124,4421,selfie
4422,-9.464024,4422,exhibition
4423,-8.278399,4423,daylight
4424,-8.529715,4424,avenue
4425,-11.861918,4425,stiles
4426,-8.077729,4426,bull
4427,-8.971547,4427,waste
4428,-9.222861,4428,staged
